Collision,Type,Distance,Time
0,no collision,47.837089466240286,11
0,no collision,11.410533593953915,10
0,no collision,53.09530743367577,11
0,no collision,38.823262798425276,11
1,building_wall,31.666474680561805,7
0,no collision,69.40521947161324,10
0,no collision,0.032975898480799515,10
0,no collision,22.344270573150425,10
0,no collision,0.21588364840545182,10
0,no collision,94.77111424899704,10
0,no collision,21.60198693561506,10
0,no collision,0.021997390467731748,10
0,no collision,44.94531749270027,10
1,vehicle,44.73312109222206,8
0,no collision,30.576387141660234,10
0,no collision,29.549383733654395,10
0,no collision,69.49910449008166,10
1,vehicle,2.5404433724470437,7
0,no collision,65.25964779165497,10
0,no collision,0.5577055487830194,10
0,no collision,0.5361999553842907,10
0,no collision,56.41817945683579,10
0,no collision,0.09499092611076776,10
0,no collision,66.16509312122798,10
1,building_wall,19.799968923551205,6
0,no collision,55.34345992730232,10
1,building_wall,34.68278941104654,8
0,no collision,68.96946253865826,10
0,no collision,0.2717434261139715,10
1,unknown,34.780017983401194,7
0,no collision,16.562114454318362,10
0,no collision,10.767460025290347,10
0,no collision,0.04232791953836568,10
1,building_wall,27.83803824401366,7
0,no collision,41.26456628233791,10
0,no collision,16.80389300031311,11
0,no collision,69.45922745205462,10
0,no collision,8.779523444121878,10
0,no collision,41.27448959720641,10
1,building_wall,70.40582600982088,10
1,unknown,25.095483491601044,6
0,no collision,9.347182339347455,10
0,no collision,50.7385280713097,11
0,no collision,56.61232556719915,10
1,building_wall,5.907521207103855,4
1,building_wall,31.944963119880413,7
1,building_wall,19.440830220864882,8
0,no collision,11.560560439536857,10
0,no collision,19.01855421434084,10
0,no collision,14.22058516421248,10
0,no collision,9.399736809758906,10
0,no collision,8.35022405255404,10
0,no collision,45.33138455388689,10
1,vehicle,16.178903055377305,5
0,no collision,43.91989237358939,10
0,no collision,7.1152925321821385,10
1,vehicle,18.896334634915547,5
0,no collision,55.48877653688032,10
1,vehicle,57.456474254402565,9
0,no collision,50.692343594662816,10
1,building_wall,57.3541268566114,10
0,no collision,65.50392391253263,10
0,no collision,68.87126981127949,10
1,building_wall,61.196142460647025,10
1,pole,46.95731845586124,10
0,no collision,48.84426372626331,10
1,vehicle,71.40926644287174,10
0,no collision,0.036532439682559925,10
1,unknown,54.92149033637543,9
0,no collision,52.148246162169926,10
1,building_wall,14.806949338022605,5
1,building_wall,42.81001483165892,8
1,pole,15.64029686016147,5
0,no collision,40.92055213669664,10
1,pole,38.03528998244292,7
1,building_wall,29.950332904380048,7
1,building_wall,27.200296816416085,8
0,no collision,19.38263540511889,10
1,vehicle,2.6228521521334187,3
0,no collision,9.600972503221328,10
0,no collision,0.8960585049208021,10
0,no collision,68.22841960786536,10
0,no collision,7.027492282554931,10
0,no collision,9.365973905551073,10
0,no collision,7.250984154202797,10
1,vehicle,31.70080050739125,7
1,vehicle,31.281228740621373,6
0,no collision,12.44421517684441,10
1,unknown,35.19993841678297,8
1,vehicle,42.92148194115725,8
1,unknown,56.650276290863985,10
0,no collision,34.55367245831076,10
1,unknown,40.82681084027354,8
0,no collision,12.285154581906681,10
1,vehicle,56.00050799304154,10
0,no collision,43.62744887214285,10
1,building_wall,63.197527391801486,10
1,building_wall,22.385152198154174,6
1,vehicle,1.9868980571627617,3
0,no collision,68.73505790356649,10
