Collision,Type,Distance,Time
1,building_wall,6.201651092837892,6
0,no collision,20.513206066199928,20
0,no collision,40.95560357012073,22
0,no collision,31.95702314042137,20
1,pole,5.801582749554655,4
0,no collision,25.335934331975295,20
1,building_wall,24.158398339146515,8
1,unknown,11.45046810619533,5
1,pole,28.781699689599918,7
1,building_wall,23.172073890076717,12
1,building_wall,14.487826185213635,6
1,unknown,55.27286781236762,16
1,building_wall,62.57045779955661,12
1,pole,12.520667746430263,6
1,building_wall,55.7878097054454,13
1,vehicle,13.148297188803554,8
0,no collision,2.052914498075552,20
0,no collision,55.2002232856903,20
0,no collision,3.8142598003869352,21
0,no collision,24.317430895927828,20
1,unknown,21.23416351884225,7
1,building_wall,15.978589971400652,7
1,building_wall,14.248476244494668,5
1,building_wall,52.95495748438407,14
1,vehicle,19.500041521096136,6
1,unknown,17.79859413043596,7
0,no collision,12.153962290052732,20
1,building_wall,16.674988108861726,5
0,no collision,21.614116198354168,20
1,unknown,16.280485780574963,7
1,unknown,57.399862547405064,16
1,building_wall,86.77636517354404,14
0,no collision,122.36639039677539,21
1,building_wall,54.55033082840964,10
1,vehicle,2.473167760646902,5
1,building_wall,20.334460105746984,6
1,building_wall,73.37409439482144,13
0,no collision,0.02572939172387123,20
1,pole,128.54112047003582,18
0,no collision,31.010835747016245,20
1,building_wall,55.384186075039906,17
1,unknown,42.788063703083026,14
1,building_wall,13.443194800289348,5
0,no collision,0.0549207305375603,23
0,no collision,7.133365061847144,20
0,no collision,71.64300437315251,20
1,vehicle,5.7718269664292166,3
1,pole,41.03230805322528,10
0,no collision,93.35779018751055,20
1,pole,15.617912982328562,7
0,no collision,18.482254142625607,21
1,vehicle,2.2136900914047146,3
0,no collision,6.105579051875225,21
0,no collision,89.3861601210956,21
0,no collision,7.2741370804433245,21
1,pole,7.577150461729616,5
0,no collision,34.262507707520854,21
1,pole,63.281465673584535,14
1,building_wall,25.09030014482414,7
1,unknown,6.989753148751333,4
1,vehicle,85.61634630817571,18
0,no collision,107.12251296330942,21
0,no collision,59.69952816309524,22
1,building_wall,11.132031024317257,5
0,no collision,185.0359503890504,20
1,building_wall,20.951309045307426,10
1,building_wall,6.8568679515447,6
1,building_wall,54.84447303087654,10
0,no collision,56.96318373568647,20
1,building_wall,114.57447218257585,14
0,no collision,19.849205614169477,21
1,pole,21.398225525859743,8
0,no collision,1.765546502545476,21
1,pole,29.69579934817739,8
1,pole,23.95733788065263,10
1,vehicle,75.67666025928338,17
1,unknown,11.563468353320786,5
1,unknown,11.781752650858834,6
0,no collision,38.24441617798766,21
1,building_wall,14.603040799887822,6
1,vehicle,8.222220548588666,18
1,building_wall,32.886984858472715,15
1,vehicle,40.171540089242626,11
0,no collision,0.10824726015562192,21
1,vehicle,49.96394025403424,9
1,unknown,29.78888750290207,14
1,pole,27.19102932883834,21
1,unknown,26.35166061884229,15
0,no collision,0.10428868877352215,20
1,pole,26.75549195180065,7
1,building_wall,12.077449253862142,13
1,building_wall,11.679523694183445,5
1,building_wall,46.155226229224354,12
1,building_wall,24.258564798772568,6
1,vehicle,3.1870052345693693,3
0,no collision,0.027361353179003345,21
1,building_wall,32.21910329638922,12
1,building_wall,23.242033994982194,6
1,building_wall,16.322770482234773,5
1,building_wall,36.45981726078753,7
