Collision,Type,Distance,Time
0,no collision,0.03305839863605797,20
1,vehicle,48.55664601922035,9
0,no collision,82.63683334237885,20
1,vehicle,45.087991541906376,10
0,no collision,0.026609924324134226,21
0,no collision,18.58523650378629,22
0,no collision,0.026590457186102867,20
0,no collision,16.680670385239864,20
0,no collision,117.68743444330448,20
0,no collision,61.781371127239254,21
0,no collision,37.37147376948997,24
0,no collision,223.04055827279808,20
0,no collision,197.47096174769104,20
1,building_wall,39.39634159905836,8
0,no collision,13.817565328165074,21
0,no collision,37.75543469153945,20
1,building_wall,42.218360459180985,14
0,no collision,1.4487180952667131,20
1,vehicle,93.8872978368745,12
0,no collision,24.424574282772483,21
0,no collision,42.09485814994878,20
0,no collision,0.10877561615984632,20
1,vehicle,7.1617990959694,4
1,unknown,53.2509576277007,10
1,vehicle,7.298228113606456,4
0,no collision,127.8754370136594,21
0,no collision,10.055769679419427,20
0,no collision,66.1163015911286,20
0,no collision,48.23016223233526,20
0,no collision,13.732070951766218,21
0,no collision,23.468559733048096,23
0,no collision,0.055009417628753,20
0,no collision,48.92456569236674,20
0,no collision,20.64680840955043,20
0,no collision,164.95803489745595,20
0,no collision,0.04127831121240888,22
0,no collision,0.19252576749931904,20
1,building_wall,113.49464401325804,17
1,vehicle,75.78878860186887,20
0,no collision,24.015599680797095,20
0,no collision,0.030136745681375032,21
0,no collision,19.4206437318353,20
0,no collision,93.12832321603128,21
0,no collision,104.74967209531314,20
0,no collision,86.04916333251094,20
0,no collision,19.667726428095193,20
0,no collision,34.476118314898486,20
1,building_wall,54.66337042518353,10
1,pole,40.472161546349525,7
0,no collision,0.03861716060782783,21
0,no collision,86.17035598823713,20
0,no collision,0.06223647962906398,20
0,no collision,11.062278176366817,22
1,building_wall,70.27580793871311,11
0,no collision,0.02973849733461975,20
0,no collision,25.59495363080714,21
0,no collision,13.671552539442018,22
0,no collision,1.4538019589417672,20
0,no collision,39.08332875456108,20
0,no collision,26.624018101301317,20
0,no collision,0.050638748636629316,20
0,no collision,15.0301502530383,20
0,no collision,12.54317086408264,21
0,no collision,20.925748878001286,22
0,no collision,0.0254494377404626,20
0,no collision,12.79703860630434,20
1,vehicle,34.35011837515958,7
0,no collision,110.69436398413745,21
1,building_wall,132.10330779830838,15
1,vehicle,22.110006427392364,7
0,no collision,7.618330808137216,20
0,no collision,0.031548319253488444,20
0,no collision,117.15581168186327,20
0,no collision,40.72437651859218,20
0,no collision,45.27878877363037,21
0,no collision,70.00217424529546,20
0,no collision,0.03841708651816589,20
0,no collision,37.997382085090976,20
0,no collision,88.41727419442213,20
0,no collision,65.12691899543279,21
0,no collision,31.474378135342704,20
0,no collision,60.26846905874777,20
0,no collision,25.43823649274964,21
0,no collision,39.594626001955476,20
0,no collision,95.41057391897994,20
0,no collision,48.95466149735648,20
1,building_wall,20.22899111887091,7
0,no collision,48.57476873813357,22
1,vehicle,12.104532776400447,4
1,vehicle,15.265441984964127,5
0,no collision,82.05004379171737,20
1,pole,97.97268364709453,13
0,no collision,52.461784368474355,20
0,no collision,0.03824407473075553,20
1,unknown,115.62458456601598,20
0,no collision,40.4161297699311,20
0,no collision,0.03294794075191021,20
1,vehicle,1.5200402236077935,3
0,no collision,52.25685976101704,20
1,pole,22.290990877254444,6
